listing_id,listing_timestamp,region,postcode,latitude,longitude,surface_area,number_of_rooms,number_of_bedrooms,build_year,energy_label,property_type,garden,asking_price,sale_price,sale_date,ingestion_timestamp
adb71a57-27c3-4d9c-ace2-b63293f79401,2024-01-12,Nijmegen,5340 AB,52.73606049153178,6.344566137437457,123.0,4,2,1993,A+,semi_detached,True,488309.66605469194,476713.77192371397,2024-03-17,2026-07-14 07:23:59.180523
b2878109-3fc8-4971-a814-455da45c21a1,2023-09-14,Eindhoven,1194 CD,52.831054215308576,4.271439352838609,186.0,6,4,1974,C,semi_detached,True,768809.9031775375,741099.3019931259,2023-10-12,2026-07-14 07:23:59.180556
658b9065-b3fa-4498-8057-4730b653595f,2024-07-07,Amsterdam,9243 AA,52.556383425793655,6.074474357831033,87.0,3,1,2003,E,terraced_house,False,343310.3317228297,325390.2167419185,2024-09-17,2026-07-14 07:23:59.180589
0c777cfe-8b85-4f52-ab42-6d047f0d6821,2025-06-11,Nijmegen,9423 AB,53.48856334608376,6.229193165637285,80.0,4,2,1971,C,terraced_house,False,245143.63783949785,234067.77484676114,2025-08-10,2026-07-14 07:23:59.180622
85806f05-5a88-467e-866d-dddf64c0855c,2023-10-30,Maastricht,6954 CD,52.393690773884295,6.342032876334448,84.0,4,3,1988,B,bungalow,True,307944.330820065,313804.25667162513,2024-01-31,2026-07-14 07:23:59.180655
5677e9d9-c255-41ff-942d-06c559863621,2024-10-09,Amsterdam,8870 EF,53.45773963909145,5.251852965505856,56.0,3,1,1961,B,apartment,True,299567.18897565675,309244.47678972787,2025-01-13,2026-07-14 07:23:59.180688
8e0f35d0-2b4e-4a61-9dd2-b3239aa44fdb,2023-09-24,Nijmegen,5556 AB,53.206186789273396,5.788517824039504,75.0,2,1,1959,D,apartment,False,176288.32917296933,168524.7446333951,2023-10-29,2026-07-14 07:23:59.180720
e7966d86-f7fe-4fff-a33b-b9f73d800cde,2023-04-29,Maastricht,5396 CD,53.38721264396804,4.06214872846564,120.0,3,1,2018,C,apartment,True,480401.8644487912,469979.7139215355,2023-06-12,2026-07-14 07:23:59.180755
57c891c3-f180-46e6-b023-934b9f2c9ce8,2023-05-30,Rotterdam,6363 AB,53.17714517387828,4.044591959942469,192.0,6,4,1960,C,detached,True,830862.0113038251,861721.3564437258,2023-08-01,2026-07-14 07:23:59.180790
30849628-d967-4d8b-923e-371528a5cf15,2025-04-19,Utrecht,8808 AA,52.638823129560265,5.629827563949935,88.0,4,3,1967,C,bungalow,True,490357.6596673579,461394.20064127125,2025-06-11,2026-07-14 07:23:59.180823
405e54a3-8a4f-4370-b42c-44a74f9ec13f,2025-05-13,Utrecht,1947 AB,53.23699628568451,4.775836684810186,137.0,4,3,1967,E,semi_detached,True,593942.2405061647,613131.1920388483,2025-06-11,2026-07-14 07:23:59.180856
3de9609a-df8a-4ad8-9a28-0d1d24703754,2024-05-01,Nijmegen,1190 EF,52.88671572416646,5.701786316998766,149.0,4,3,1971,A,bungalow,False,469771.2655967788,469221.3572220555,2024-05-20,2026-07-14 07:23:59.180888
13628ec3-7778-4378-927b-2377af812603,2024-03-19,Maastricht,2633 CD,52.624393638554785,4.123135299818985,217.0,8,6,2014,F,terraced_house,False,752935.8625387934,754014.2250310851,2024-06-01,2026-07-14 07:23:59.180920
3ac79da0-a33e-4606-a63f-3ff3b1df87c9,2024-09-12,Nijmegen,1891 AA,53.20303882041039,5.948693851928322,201.0,7,6,2011,A+,semi_detached,True,865989.6067631886,837900.8040062598,2025-01-07,2026-07-14 07:23:59.180953
314f4850-678e-4d30-85ae-1bbdb0b2f72d,2025-01-20,Eindhoven,5164 AA,52.20965261643094,5.194693185059364,174.0,5,3,1989,C,detached,True,727413.034958032,724373.8390998559,2025-03-03,2026-07-14 07:23:59.180985
ecba4196-7418-4697-9b5a-6c9c753406ab,2023-06-14,Eindhoven,7171 CD,52.72136564245012,4.820903012511722,104.0,4,2,1977,B,terraced_house,True,345827.4940612607,339177.4045864059,2023-10-03,2026-07-14 07:23:59.181017
8c8cf97f-e332-4a85-a273-85965ada1dbf,2023-03-07,Nijmegen,3593 CD,53.29107860248884,4.33025709325386,130.0,5,4,2009,C,bungalow,True,469513.1755312692,455895.8552496379,2023-06-02,2026-07-14 07:23:59.181049
34c26db9-8652-4882-b0cb-4309b36a5ea9,2025-05-13,Groningen,9628 AB,53.19267225847463,6.365067657043326,153.0,7,5,1956,F,apartment,False,441550.0755745885,449213.73557495675,2025-08-17,2026-07-14 07:23:59.181081
f37998a9-1fef-4d07-a6b7-5c2aed42a30a,2023-01-08,Groningen,6151 CD,53.1988670747681,5.230383038938573,53.0,2,1,1995,B,semi_detached,True,152563.29081623605,148415.5009354539,2023-04-12,2026-07-14 07:23:59.181115
430ae7d6-0140-41c4-b69f-74e4420bbe4c,2024-10-17,Rotterdam,4767 CD,53.34754982104231,5.906330367676631,192.0,6,4,1958,A,bungalow,True,764328.1108518145,775834.0854236933,2024-12-05,2026-07-14 07:23:59.181148
28af2a60-46dd-4473-8a5f-80d15325db4b,2024-05-14,Maastricht,4940 AA,53.40420998025769,5.95075373477348,138.0,4,3,1961,A,terraced_house,True,473721.5016833671,467957.18480150064,2024-07-25,2026-07-14 07:23:59.181189
75f38cb5-830c-4216-832f-3121ea907808,2023-09-01,Rotterdam,8653 AB,53.02914454765817,4.030756714721507,159.0,7,6,2003,G,terraced_house,False,495168.35350910394,490721.75923751574,2023-11-16,2026-07-14 07:23:59.181230
35e41374-c77d-4a5d-b603-deb7a9baa304,2024-04-08,Groningen,9265 AB,53.31880003646162,4.7097710946600975,120.0,3,1,1983,C,bungalow,True,360432.9693790289,340417.5878319389,2024-08-05,2026-07-14 07:23:59.181267
5d6ebfd1-2a47-4d40-8620-64d787b1f876,2024-09-04,Amsterdam,9072 AB,53.16515191103833,4.495510568032245,161.0,7,6,1999,D,apartment,False,859571.968752524,804554.1657530033,2024-10-03,2026-07-14 07:23:59.181304
8321ce27-3de2-4ace-859c-3900bd9b6717,2025-06-01,Utrecht,8212 AA,53.201445780462514,6.319488575430701,204.0,7,6,1950,A+,detached,True,1193572.6629782058,1136331.0197777702,2025-06-21,2026-07-14 07:23:59.181341
e6e59d73-55e3-4724-993f-d3e2f504fb69,2024-09-19,Maastricht,5540 AA,52.23281948866163,5.836552729837904,188.0,8,7,1952,B,detached,False,765088.5196519527,784629.4060114407,2025-01-01,2026-07-14 07:23:59.181377
f35a0617-1398-4149-a600-ebffd0f39b3d,2023-03-05,Amsterdam,6546 AB,52.259691769633754,4.229302514560495,62.0,3,1,2022,D,terraced_house,False,309675.67313540424,317988.09833589615,2023-06-02,2026-07-14 07:23:59.181414
dbf2d5a9-ec84-4790-a58e-4bdc385e8d36,2024-02-06,The Hague,2306 AB,53.0496639168836,5.623082888113272,148.0,5,3,2008,D,bungalow,True,723045.2760872389,674308.1235776945,2024-04-21,2026-07-14 07:23:59.181449
c5087c03-3d39-4365-981d-9a10c47e4961,2025-05-26,Rotterdam,2206 CD,52.916481320554944,5.586572793545658,125.0,5,3,1979,C,apartment,False,493488.81518518913,491750.2731280935,2025-07-24,2026-07-14 07:23:59.181485
f6a40332-1fe0-4c25-9038-388f264dbe26,2023-09-26,Rotterdam,4765 AA,52.84865785064788,5.7550054527759285,192.0,6,4,1993,B,semi_detached,False,871115.0513533405,842280.9912336426,2023-12-09,2026-07-14 07:23:59.181521
2ba32edc-d910-4a28-93b7-eb7ae223f2e0,2024-04-21,Eindhoven,6633 EF,53.32960433008556,6.3026429932379795,152.0,5,4,2008,C,detached,True,771758.8371391557,759999.9055917759,2024-07-22,2026-07-14 07:23:59.181557
b12290b4-0c9a-4b9e-bec9-f20eae43f2a4,2023-02-07,Groningen,2042 EF,52.42091715420048,4.835325101253865,92.0,4,3,1973,E,semi_detached,True,333470.81586895435,342904.36250120716,2023-02-26,2026-07-14 07:23:59.181592
0eed4bd5-448a-4f52-a0e5-647600a13779,2024-01-09,Groningen,4349 CD,52.547379041617376,6.396072952252431,56.0,3,1,1951,E,terraced_house,True,187430.80970016416,173641.8445881876,2024-02-04,2026-07-14 07:23:59.181628
9147b19f-11fb-49b4-b965-52997fba3715,2025-04-13,The Hague,6767 EF,52.24562695638745,4.414767169691334,119.0,3,1,2000,D,detached,True,641513.8513551791,605933.6928709276,2025-06-21,2026-07-14 07:23:59.181664
e726ea43-b729-447a-8854-b000a98c9398,2024-03-28,Nijmegen,5033 EF,52.65066854098389,5.173317335476003,212.0,8,7,2012,G,bungalow,False,619130.385989082,638550.3057211323,2024-06-30,2026-07-14 07:23:59.181699
ff0155f9-8b90-43f9-8994-458c973458d1,2023-06-24,Utrecht,5411 AA,52.36550118108357,6.108970961906353,87.0,4,2,1953,B,apartment,False,399788.5840896842,387059.53855216765,2023-07-16,2026-07-14 07:23:59.181734
75f705c0-3bbf-4ffe-b922-b9ac156d6fd5,2024-10-31,Eindhoven,5855 AB,53.15294138418907,6.130038792202923,116.0,5,3,2006,A+,detached,True,590506.173452319,581422.6694294413,2025-01-04,2026-07-14 07:23:59.181768
ee155f9b-8531-45b6-aaf9-2cd4f03c2b6f,2025-02-02,The Hague,5782 EF,52.946248360547116,4.443766456092419,98.0,3,2,2012,B,bungalow,True,379983.1344918228,382257.09301398264,2025-05-24,2026-07-14 07:23:59.181801
56abfae2-d909-480c-b630-a451b174d901,2023-05-09,Utrecht,6385 AA,52.95065465960389,6.4545148688563385,90.0,2,1,2018,C,apartment,True,453285.8170442881,439807.2627736888,2023-08-05,2026-07-14 07:23:59.181833
46042ef0-1c2f-4ce1-ba1c-301a6c8886d6,2024-07-15,Nijmegen,8037 CD,52.660133049291055,5.382759506028188,217.0,9,7,2016,E,semi_detached,True,813364.8848441176,785834.4987020228,2024-10-14,2026-07-14 07:23:59.181866
e52a4f33-e20c-4640-b444-ee5ded4e232b,2024-07-27,The Hague,4118 CD,52.73454961272536,6.463850423737315,63.0,3,2,1971,E,bungalow,True,169032.96851877283,167285.41320172447,2024-10-31,2026-07-14 07:23:59.181899
95bfddbe-35f7-4384-b851-4f91646f3bb1,2024-05-01,Utrecht,8217 AA,52.5590535119601,4.121746180784628,87.0,3,2,2008,A,bungalow,True,445489.5384640706,462027.01086788595,2024-05-18,2026-07-14 07:23:59.181931
af2f4c93-87c2-4a44-b3cf-605097f4e95e,2023-12-21,Nijmegen,8207 AA,53.28718795693723,4.011250312349148,178.0,8,6,2007,F,detached,True,691112.4932521245,679625.5876569978,2024-03-09,2026-07-14 07:23:59.181964
1fb3aa6b-fef0-4678-a619-772cbf12c107,2023-08-18,Utrecht,3138 EF,52.448415476678356,5.475800627207873,137.0,4,2,1979,F,detached,True,631776.971340822,630766.3519364524,2023-11-30,2026-07-14 07:23:59.181995
f2d54775-978a-4f6a-bc0d-ec5942ee7b78,2024-02-09,Amsterdam,7458 CD,52.611912926696924,4.342053195074065,141.0,6,4,1963,A,terraced_house,True,786408.525952811,767427.4730101587,2024-03-25,2026-07-14 07:23:59.182027
bbee541e-87ed-47b9-b531-adf2cd41e33e,2023-07-17,Rotterdam,5471 AA,52.30296855653317,4.044171952499781,194.0,8,6,1994,C,bungalow,True,779341.220379898,772446.0661994606,2023-08-07,2026-07-14 07:23:59.182059
4b80e904-a7c7-4484-bb48-b7581af5c11a,2024-03-28,Nijmegen,5867 AB,52.488014095775014,6.272662036057371,199.0,7,6,1981,G,detached,True,727570.1400128765,714115.8635184976,2024-05-05,2026-07-14 07:23:59.182091
dae0126e-92fb-49ec-bb9d-80c3e93a383f,2023-09-27,Nijmegen,3902 AA,53.187961637712064,5.959560273439283,82.0,3,1,1998,B,detached,False,350082.0671170155,347651.9060298762,2023-12-09,2026-07-14 07:23:59.182123
61ab2932-0bf0-4ad6-be5e-a70592fc4229,2023-08-29,Maastricht,8087 AB,52.979383189846,6.388373570469527,211.0,9,7,1999,E,semi_detached,True,792460.9313402104,779478.5842866695,2023-09-22,2026-07-14 07:23:59.182157
05b11dfd-5c5b-4679-91fc-9890af2e2f7a,2023-02-16,Nijmegen,3214 AB,52.46885492354288,4.127401206437215,69.0,2,1,2021,A,semi_detached,False,211470.98697905382,219252.69306517034,2023-04-25,2026-07-14 07:23:59.182189
c44d5618-18c7-44b0-8609-d799660abe72,2024-03-17,Groningen,4546 AB,53.294146845611316,4.00308265627977,181.0,6,4,2001,B,terraced_house,True,577480.0815266819,568351.3605066437,2024-04-11,2026-07-14 07:23:59.182222
1560558c-dbd8-4d90-9ce5-acb67bad3b90,2024-04-21,Utrecht,3342 EF,53.02488753648822,4.570632188658552,50.0,2,1,1981,E,semi_detached,True,230319.01017552274,231943.62532700802,2024-06-24,2026-07-14 07:23:59.182253
7db1723f-fd92-410b-8e57-7fff02672eec,2024-06-27,Rotterdam,1426 AA,52.28248296221703,4.078208782254111,129.0,4,3,1984,D,bungalow,False,436590.7678298632,452715.6712143236,2024-07-11,2026-07-14 07:23:59.182286
0c113f08-81fb-48d6-8f63-0440182a0df1,2024-03-20,Groningen,1042 AB,53.15940608220293,6.138728854476464,128.0,4,3,1992,D,detached,True,527320.743895218,536410.6226548967,2024-04-20,2026-07-14 07:23:59.182319
dacc8683-f6ca-402c-b6e1-91927aab0423,2024-10-22,Rotterdam,8317 AA,52.324533542838104,5.035065234473091,142.0,5,3,1994,G,bungalow,True,525557.000712141,530173.4154969596,2025-01-07,2026-07-14 07:23:59.182351
25db3539-dd8f-483c-aa01-4d584721bd84,2024-08-16,Maastricht,7525 EF,53.33502918567655,5.484576370071119,195.0,6,4,1975,A++,apartment,False,747950.2311695701,773968.3983228566,2024-10-02,2026-07-14 07:23:59.182384
67c2dd6f-dfd2-4107-a4c1-3556bbf98e1f,2023-08-27,Maastricht,1036 CD,52.19036496327777,6.243255499385234,162.0,7,6,1962,C,apartment,True,626013.5256638973,588110.156027932,2023-11-10,2026-07-14 07:23:59.182417
ebcf00dc-e428-4350-9c78-e98e359d0c13,2023-04-29,The Hague,3652 AA,52.893570662028594,4.578201349217131,73.0,2,1,1970,A+,semi_detached,True,341330.2637703384,320918.1056822289,2023-05-14,2026-07-14 07:23:59.182448
466ddaca-1db2-49ee-b3f2-fde792223424,2024-04-24,Maastricht,7531 CD,52.628908581851206,5.286457629713827,153.0,6,5,1990,C,terraced_house,True,492856.7614451774,517912.8223021041,2024-08-20,2026-07-14 07:23:59.182480
714a04bf-c3e3-4fa0-8170-d3d7f2950024,2024-08-14,Amsterdam,4554 AB,52.267662642732745,4.498854982248726,107.0,4,3,1980,A,detached,True,738093.4874817692,695220.7715413328,2024-12-07,2026-07-14 07:23:59.182512
c7df1f54-17e7-49b5-a637-7d2fb3f3accb,2024-08-04,Nijmegen,4411 CD,53.174440195039125,5.424834546603816,87.0,2,1,1984,E,bungalow,True,257468.44494258444,267194.32849705435,2024-11-03,2026-07-14 07:23:59.182550
d6710681-088a-4909-b7ab-c65931db6cd2,2024-01-23,Maastricht,7691 EF,53.07896880053624,6.218927721220108,167.0,7,5,2009,A,bungalow,False,612302.151326985,611506.0405044494,2024-03-16,2026-07-14 07:23:59.182584
98b0ba2a-2f13-45ec-a523-6f394f0d5d4b,2024-06-02,Groningen,9417 AB,52.59116047388968,4.32777173256555,105.0,4,2,1992,C,terraced_house,True,286992.10139090056,295510.70117676223,2024-07-25,2026-07-14 07:23:59.182618
3f9f105a-20dd-47f1-b5a2-8390e6b4d18e,2024-03-01,Utrecht,7780 AB,52.27864920230663,5.305030753416281,53.0,2,1,2020,B,detached,False,294308.43388252665,291136.7426474217,2024-04-05,2026-07-14 07:23:59.182651
f7136e88-b631-40c1-bed2-eb8c01b1211e,2024-08-29,The Hague,5459 AA,53.14720532891085,6.1917769931615485,67.0,2,1,1985,G,terraced_house,True,166822.74328373536,156316.1940062367,2024-10-13,2026-07-14 07:23:59.182684
5a56804a-97b0-48b7-ab24-7dfd85ab2a9c,2025-04-27,Amsterdam,3739 EF,52.92513426861596,5.355911005755512,152.0,7,6,2020,A,bungalow,False,735631.6573122793,757219.6315721519,2025-08-08,2026-07-14 07:23:59.182717
c05f8fac-5cb6-4152-8135-4f613cf12c8b,2024-10-27,Amsterdam,3663 AA,53.15852948151185,4.517033818785079,124.0,3,2,2013,D,terraced_house,True,572017.6828504493,533399.5295100152,2025-01-29,2026-07-14 07:23:59.182750
e025b933-5eaf-4303-b553-954790d455eb,2024-07-09,The Hague,2615 AA,53.065367802003976,6.1283366235055095,85.0,4,2,1957,B,apartment,True,408680.7895102131,384208.70510532125,2024-08-17,2026-07-14 07:23:59.182788
ef5e1aa1-3833-458e-ab20-d9cda8aa4a7a,2023-02-02,Groningen,9459 AB,52.73591187326781,5.324364165456245,138.0,5,3,1968,B,terraced_house,False,386447.1057765803,378961.1668515077,2023-04-11,2026-07-14 07:23:59.182820
06a2079c-dd87-46ec-a4ae-28e6245fe497,2025-01-20,Maastricht,9577 EF,52.3797769091899,4.075136446902947,108.0,3,2,1959,G,semi_detached,True,344784.3492605779,357117.79425988294,2025-02-25,2026-07-14 07:23:59.182852
52bbb155-795c-40b2-ad5d-6af577760b1e,2024-04-20,Rotterdam,5786 AA,53.112421949097275,5.171898242534882,45.0,2,1,1995,C,bungalow,True,116245.46425174334,119856.25055449699,2024-07-29,2026-07-14 07:23:59.182883
9cec89de-0f57-4108-813c-800ea0f89265,2024-08-14,Maastricht,6603 EF,53.38567497413977,5.094974007300932,164.0,6,4,1953,B,bungalow,True,561560.0353854274,543582.7880489883,2024-09-19,2026-07-14 07:23:59.182915
42e9dfc3-504d-428e-a522-a6b671f8c255,2024-12-19,Maastricht,2161 AB,53.382778675232494,4.797891236520175,141.0,6,5,1970,A+,apartment,True,534600.1343717086,511871.29975699435,2025-02-12,2026-07-14 07:23:59.182946
fa4a5da1-0c34-4b04-90b9-b6bae65ed8cd,2024-04-18,Groningen,4084 EF,52.060380609909885,5.124081721056701,98.0,3,1,1994,C,semi_detached,True,354920.12443720613,332938.3994297131,2024-07-30,2026-07-14 07:23:59.182978
5de3a8a3-d526-4ab2-b6eb-0d5ec1ecf17f,2023-11-22,Groningen,9526 AB,52.8427283950945,5.799456337553865,93.0,4,3,1989,D,detached,True,437920.48081796075,430955.6175791518,2024-01-17,2026-07-14 07:23:59.183010
1b53a0e1-9f43-48d4-9f71-885cf28be13a,2024-02-22,Groningen,4960 AB,52.983276607514576,5.657274285525238,102.0,4,3,1997,B,bungalow,True,300836.4975762657,315815.75310462347,2024-05-16,2026-07-14 07:23:59.183041
d055b05c-04ff-431d-a3db-e7964c36738d,2025-04-01,Nijmegen,7009 EF,52.425281149898844,5.686841368373194,185.0,6,5,2007,F,terraced_house,False,542862.6675913342,508135.42327757913,2025-04-29,2026-07-14 07:23:59.183073
e59f0f94-6096-4299-ae0e-29ba3a957a2f,2024-11-01,Groningen,3295 CD,52.59951420274545,5.7135693019025355,213.0,8,6,2001,G,terraced_house,True,587291.7470300645,616243.1033309401,2025-02-26,2026-07-14 07:23:59.183105
eb9d47b6-adb7-4f51-a428-9a5ed450ca20,2025-02-01,Eindhoven,8685 CD,52.94830375017229,4.835278167396889,167.0,7,5,1995,C,semi_detached,True,606467.5259840292,617743.4126437033,2025-04-07,2026-07-14 07:23:59.183137
91e17ec0-4eb3-473f-ae24-09a48fc2e46b,2025-06-16,The Hague,7881 CD,52.3603394142235,5.612047985898226,212.0,9,8,2012,G,bungalow,True,883886.1577434648,894973.4307580311,2025-08-17,2026-07-14 07:23:59.183174
818ab33b-33e0-48d7-a298-f358759b7638,2023-09-19,Utrecht,8744 AA,53.19626625352113,6.097934665585811,125.0,5,4,1980,B,terraced_house,True,492524.8649986557,508815.7306361521,2023-11-07,2026-07-14 07:23:59.183207
e19748c1-7f41-40aa-af42-3a0be99e752f,2025-05-01,Groningen,2385 EF,53.47123171829955,4.174101591478487,150.0,5,4,1978,G,detached,False,561345.3759980164,579938.3878857155,2025-08-21,2026-07-14 07:23:59.183239
42458d86-d5cc-4c39-87e6-6fded2757531,2024-10-01,Eindhoven,8491 CD,52.751149223620416,5.715407289037876,88.0,2,1,2015,D,detached,False,395301.1118993732,381989.0695635572,2024-12-12,2026-07-14 07:23:59.183271
290b754b-152b-47f9-9954-902162793e07,2023-04-17,Amsterdam,9789 AA,52.077128731835394,5.680661078058612,49.0,2,1,1988,A,bungalow,True,298927.8252953979,300148.258019608,2023-06-15,2026-07-14 07:23:59.183303
618d3eb5-efee-46c2-baf8-5fb4f7781a89,2023-07-31,Utrecht,7738 AA,52.21586304411784,6.1976719491474,164.0,7,5,2010,C,detached,True,885634.7012551356,920147.2337803406,2023-11-16,2026-07-14 07:23:59.183336
e87f5c0c-543b-49e6-b8cd-df3ac4bd3004,2023-03-20,Utrecht,4926 AB,53.23469097612428,4.420002121444678,98.0,3,2,1954,A+,apartment,False,431613.366517705,445379.0139120622,2023-06-11,2026-07-14 07:23:59.183369
b4fe3ac0-e608-4b05-8255-37967c31d371,2024-01-17,Amsterdam,4549 AB,52.756267906586224,5.8756649698705825,91.0,4,2,1989,E,bungalow,False,463572.4405628495,458797.11823689437,2024-04-19,2026-07-14 07:23:59.183401
b28c040e-521f-477c-953a-da9160248bfd,2024-11-14,Utrecht,1773 AA,52.59775993521132,6.475971143401206,117.0,3,1,1965,E,terraced_house,False,446983.19752595376,461837.0484478065,2025-02-23,2026-07-14 07:23:59.183436
77eb28c2-8ccc-472e-ba1b-1207c7e1aa99,2025-05-10,Nijmegen,8854 AB,52.433625372457286,5.83681282695145,76.0,3,1,1979,F,detached,True,199911.07824970476,195295.33461128944,2025-08-01,2026-07-14 07:23:59.183471
282c5266-f58e-464f-8fe8-79421aeea0bc,2025-04-17,Groningen,6413 AB,53.13686547809929,6.066528711644825,112.0,5,4,2002,A+,semi_detached,False,331911.6782411228,324462.347583957,2025-06-14,2026-07-14 07:23:59.183511
e778dd17-983b-42b6-bd2c-fcc2f54747fc,2024-07-29,Rotterdam,7089 AA,53.34176724657817,5.615726908071398,177.0,6,5,1988,B,terraced_house,True,645987.7808388177,664353.9482125456,2024-09-03,2026-07-14 07:23:59.183546
2dab1b82-edaf-4770-bd61-9bfebfb76b9a,2023-11-03,Maastricht,2936 AB,52.32113843400508,4.247892426497036,61.0,2,1,1985,F,bungalow,False,195083.15499275972,199694.485932876,2024-01-28,2026-07-14 07:23:59.183580
8439404c-6407-4f9f-bd34-753baf95e77d,2023-11-06,Amsterdam,4246 AB,52.915727601012684,4.513475744181017,136.0,4,3,1959,F,semi_detached,True,700200.2896689621,657164.2406141822,2023-12-18,2026-07-14 07:23:59.183616
0d623221-db8b-4818-ac8f-6dcaada8a36f,2024-01-02,Amsterdam,2097 AA,52.789090790329034,6.491693028797884,167.0,5,3,1957,A,bungalow,True,879294.3872569245,920011.556399092,2024-04-11,2026-07-14 07:23:59.183651
d3b90cc7-22ea-46fc-90d1-57faab604f5d,2025-04-12,Rotterdam,2532 CD,53.456327092818604,4.951830903042863,55.0,2,1,2020,D,semi_detached,True,187010.66053422383,186697.33513556683,2025-06-17,2026-07-14 07:23:59.183686
bf75e796-a6f3-4118-9be5-5c97d12eb250,2024-12-19,Maastricht,8794 CD,52.647278505531034,5.582872955361774,127.0,4,2,1973,B,semi_detached,False,439788.08273475023,410832.5929965913,2025-02-14,2026-07-14 07:23:59.183721
fd635385-a837-4519-b8f9-541317ef172d,2023-12-12,Maastricht,5155 AB,52.51859620864395,4.946481968899327,172.0,6,4,1974,C,bungalow,True,541921.9461853384,563150.9519574636,2024-01-28,2026-07-14 07:23:59.183757
9b264967-6a4c-41d9-9e8e-53ddc7eeee0f,2024-11-13,Utrecht,7799 EF,52.89609179361076,5.672369147478949,132.0,6,4,1978,B,apartment,True,583530.1134541078,609854.5594630775,2025-03-05,2026-07-14 07:23:59.183792
b8f7b314-9272-4943-8e61-8a5d453c3424,2024-07-08,Groningen,1346 AA,53.11518994183358,6.130363342672954,193.0,7,6,2018,D,bungalow,False,683152.8171846281,673365.9330749061,2024-07-24,2026-07-14 07:23:59.183828
eb17e2ac-524d-42d9-93ba-181efba3c554,2025-06-08,Rotterdam,4357 CD,53.16236185507199,5.241476197115704,124.0,3,1,2008,B,semi_detached,True,558822.1878753286,548002.7342046401,2025-07-09,2026-07-14 07:23:59.183863
31fa9198-e792-487a-9e54-dd727ef73575,2025-05-15,Rotterdam,8902 CD,52.846589020538765,6.455360740794611,58.0,3,1,2013,B,bungalow,True,192065.64509253143,186664.05657535596,2025-07-19,2026-07-14 07:23:59.183902
e54f7a46-c727-4408-8513-4e5a2afea638,2023-07-19,Nijmegen,8538 CD,52.03595553329193,5.3011436094180695,208.0,8,7,1980,A,semi_detached,True,833126.3567885726,824650.7261705329,2023-11-02,2026-07-14 07:23:59.183938
6fa72794-62ad-4934-88e8-c8ec8435b76b,2023-05-03,The Hague,1360 EF,52.209435481268684,4.471185757530754,146.0,4,2,1999,C,detached,True,778666.841355844,782785.5928824535,2023-06-08,2026-07-14 07:23:59.183972
